"Zip","Date Recd","Date Rept","Lab No","1:1 Soil pH","WDRF Buffer","1:1 Soluble Salt","Excess Lime","Organic Matter","CO2-C","H2O Total N","H2O Organic N","H2O Total Organic C","H3A Nitrate","H3A Ammonium","H3A Inorganic Nitrogen","H3A Total Phosphorus","H3A Inorganic Phosphorus","H3A Organic Phosphorus","H3A ICAP Potassium","H3A ICAP Calcium","H3A ICAP Aluminum","H3A ICAP Iron","H3A ICAP Sulfur","H3A ICAP Zinc","H3A ICAP Manganese","H3A ICAP Copper","H3A ICAP Magnesium","H3A ICAP Sodium","% MAC","Organic C:N","Organic N:Inorganic N","Organic N Release","Organic N Reserve","Organic P Release","Organic P Reserve","Soil Health Calculation","Available N","Available P","Available K","Nutrient Value","Traditional N","Haney Test N","Lbs N Difference","N savings","Past Crop","Crop 1","YG 1","Nitrogen Rec 1","P205 Rec 1","K2O Rec 1","Magnesium Rec 1","Sulfur Rec 1","Zinc Rec 1","Iron Rec 1","Manganese Rec 1","Copper Rec 1","Lime Rec 1","Crop 2","YG 2","Nitrogen Rec 2","P205 Rec 2","K2O Rec 2","Magnesium Rec 2","Sulfur Rec 2","Zinc Rec 2","Iron Rec 2","Manganese Rec 2","Copper Rec 2","Lime Rec 2","Crop 3","YG 3","Nitrogen Rec 3","P205 Rec 3","K2O Rec 3","Magnesium Rec 3","Sulfur Rec 3","Zinc Rec 3","Iron Rec 3","Manganese Rec 3","Copper Rec 3","Lime Rec 3","Beta Glucosidase ppm pNP g-1 soil h-1","Urease ppm NH4-N g-1 soil h-1","Phosphodiesterase ppm pNP g-1 soil h-1","Dehydrogenase ppm INTF g-1 soil h-1","Fluorescein Diacetate Hydrolysis ppm fluorescein g-1 soil 3h-1","Beta Glucosaminidase ppm pNP g-1 soil h-1","Phosphomonoesterases (Acid) ppm pNP g-1 soil h-1","Phosphomonoesterases (Alkaline) ppm pNP g-1 soil h-1","Arylsulfatase ppm pNP g-1 soil h-1","Enzyme Soil Moisture %","Beginning Depth","Ending Depth","Cover crop mix"
"83303","9/26/2022","9/28/2022","503601","8","","0.19","NONE","2.4","42.87","27.93","16.57","166.63","8.45","2.91","11.36","64.9","59","5.9","154.88","739.36","184.48","17.57","6.98","0.33","10.57","0.24","186.59","50.86","25.73","10.06","1.46","16.57","0","4.55","1.35","9.28","33.52","146.17","185.85","195.03","10.14","33.52","23.38","24.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503602","8.1","","0.19","NONE","3.1","27.3","28.05","13.58","140.43","11.4","3.07","14.47","36.19","32.9","3.29","131.92","1450.6","113.64","8.02","9.48","0.43","2.39","0.17","176.14","40.69","19.44","10.34","0.94","10.56","3.02","1.92","1.37","6.9","30.04","80.08","158.3","147.23","13.68","30.04","16.36","17.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503603","8.4","","0.44","NONE","3.4","44.58","36.93","19.09","192.72","14.7","3.14","17.84","78.21","71.1","7.11","160.72","780.07","135.94","12.95","38.31","0.49","4.98","0.18","178.16","385.8","23.13","10.1","1.07","17.66","1.43","4.93","2.18","10.22","42.6","174.88","192.87","221.18","17.64","42.6","24.96","25.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","40% Legume 60% Grass"
"83303","9/26/2022","9/28/2022","503604","8.1","","0.2","HIGH","3.1","37.34","29.12","15.91","163.52","9.46","3.75","13.21","40.04","36.4","3.64","181.83","1446.87","114.18","8.76","8.26","0.21","2.12","0.2","186.97","43.41","22.83","10.28","1.2","14.53","1.38","2.49","1.15","8.6","33.29","89.46","218.19","184.87","11.35","33.29","21.94","22.81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503605","8.4","","0.12","HIGH","3.1","28.06","27.89","13.46","140.15","10.9","3.53","14.43","15.81","14","1.81","206.77","2578.19","38.54","4.73","10.17","0.04","0.37","0.08","205.4","53.96","20.02","10.41","0.93","10.78","2.68","1.08","0.72","6.96","30.25","34.7","248.13","171.49","13.08","30.25","17.17","17.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503606","7.9","","0.16","NONE","4.8","54.91","36.85","23.47","215.8","10.6","2.78","13.38","166.1","151","15.1","350.06","1048.95","97.66","12.54","13.27","1.01","7.13","0.21","221.19","59.37","25.44","9.2","1.75","23.47","0","11.53","3.57","12.15","44.22","373.81","420.07","427.97","12.72","44.22","31.5","32.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","40% Legume 60% Grass"
"83303","9/26/2022","9/28/2022","503607","8.2","","0.14","HIGH","3.3","39.25","35.55","21.99","220.41","10.2","3.36","13.56","86.9","79","7.9","258.35","1515.03","94.72","8.57","8.5","0.23","2.38","0.17","229.5","53.37","17.81","10.02","1.62","15.66","6.33","4.22","3.68","10.53","35.07","191.41","310.02","279.53","12.24","35.07","22.83","23.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","40% Legume 60% Grass"
"83303","9/26/2022","9/28/2022","503608","7.9","","0.14","NONE","3","41.51","31.44","15.51","151.16","12.9","3.03","15.93","56.76","51.6","5.16","132.44","852.34","169.53","13.76","5.18","0.31","6.36","0.23","197.32","39.14","27.46","9.74","0.97","15.51","0","4.25","0.91","8.73","37.73","128.46","158.93","177.79","15.48","37.73","22.25","23.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503609","8.4","","0.74","HIGH","2.2","9.23","33.04","23.12","221.05","6.58","3.34","9.92","4.35","3.95","0.39","173.46","2873.85","25.97","3.4","214.62","0.04","0.34","0.09","236.32","392.33","4.17","9.56","2.33","3.86","19.26","0.05","0.35","7.66","16.54","9.2","208.15","125.5","7.9","16.54","8.64","8.99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503610","8","","0.1","NONE","2","28.92","19.49","12.15","133.82","4.65","2.69","7.34","21.78","18.5","3.28","194.67","879.52","170.96","12.55","9.16","0.16","6.34","0.31","204.97","80","21.61","11.01","1.66","10.5","1.65","2.13","1.15","6.78","21.41","47.44","233.61","160.9","5.58","21.41","15.83","16.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503611","8.4","","0.09","NONE","2.1","14.29","17.99","10.81","114.08","4.54","2.64","7.18","7.54","6.26","1.28","125.36","2867.02","49.21","5.52","928.15","0.06","0.81","0.12","240.2","1335.94","12.53","10.55","1.51","5.42","5.39","0.48","0.8","4.79","15.12","15.5","150.43","98.07","5.45","15.12","9.67","10.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","60% Legume 40% Grass"
"83303","9/26/2022","9/28/2022","503612","8.4","","0.97","HIGH","2","20.99","33.19","23.02","228.62","8","2.17","10.17","3.52","2.66","0.86","93.39","2672.5","25.48","2.4","15.15","0.01","0.63","0.08","302.75","38.37","9.18","9.93","2.26","8.46","14.57","0.24","0.63","8.97","22.35","6.66","112.07","82.35","9.6","22.35","12.75","13.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503613","8.5","","0.13","HIGH","2.1","23.01","23.22","15.59","159.34","5.09","2.54","7.63","2.52","2.05","0.47","18.72","2500.83","22.33","2.56","143.29","0.03","0.39","0.1","258.24","1044.83","14.44","10.22","2.04","9.01","6.59","0.2","0.27","7.05","19.96","5.18","22.46","34.38","6.11","19.96","13.85","14.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503614","8.4","","0.16","HIGH","2.1","7.83","23.34","12.28","132.65","8.28","2.78","11.06","2.81","2.55","0.26","28.99","2499.67","9.55","1.27","736.24","0.03","0.43","0.08","296.91","2149.8","5.9","10.8","1.11","2.9","9.38","0.05","0.21","4.66","16.75","5.97","34.79","37.56","9.94","16.75","6.82","7.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","60% Legume 40% Grass"
"83303","9/26/2022","9/28/2022","503615","8.4","","0.2","HIGH","2.4","17.62","28.9","20.6","195.9","5.5","2.8","8.3","23.43","21.3","2.13","181.73","2121.26","45.85","2.74","17.5","0.07","0.87","0.19","296.4","93.05","9","9.51","2.48","7.41","13.19","0.57","1.56","7.74","18.85","50.31","218.07","151.79","6.6","18.85","12.25","12.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503616","8.2","","0.18","HIGH","2.5","29.86","27.1","17.41","189.89","6.71","2.98","9.69","20.79","18.9","1.89","220.94","2291.67","37.55","2.27","9.13","0.05","0.58","0.09","270.1","42.74","15.72","10.91","1.8","10.95","6.46","0.89","1","8.52","24.77","45.52","265.13","179.26","8.05","24.77","16.71","17.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503617","8.3","","0.14","NONE","2.1","18.86","20.07","12.03","123.56","5.43","2.61","8.04","35.75","32.5","3.25","104.8","833.36","157.88","8.16","5.55","0.15","2.63","0.34","218.31","65.81","15.27","10.27","1.5","7.35","4.68","1.49","1.76","5.56","18.47","78.17","125.76","118.05","6.52","18.47","11.95","12.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503618","8.4","","1.44","HIGH","1.8","12.61","20.56","15.35","175.53","3.26","1.95","5.21","1.98","1.8","0.18","34.01","2737.28","13","1.14","385.06","0.02","0.35","0.07","282.88","811.76","7.19","11.44","2.95","4.41","10.94","0.04","0.14","6.31","11.54","4.23","40.81","34.36","3.91","11.54","7.63","7.94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503619","8.4","","0.2","HIGH","1.8","14.11","14.72","8.94","113.13","3.36","2.42","5.78","3.23","2.94","0.29","34.6","2506.94","31.52","1.96","19.38","0.02","0.44","0.07","331.94","45.72","12.47","12.65","1.55","4.46","4.48","0.11","0.18","4.57","12.29","7.01","41.52","36.76","4.03","12.29","8.26","8.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","60% Legume 40% Grass"
"83303","9/26/2022","9/28/2022","503620","8.5","","0.27","HIGH","2","6.31","15.25","9.59","118.1","3.39","2.27","5.66","2.33","2.12","0.21","59.72","2751.35","14.2","0.92","11.17","0.01","0.16","0.07","287.32","124.79","5.34","12.31","1.7","2.05","7.54","0.03","0.18","3.95","9.25","4.95","71.67","47.73","4.07","9.25","5.18","5.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","60% Legume 40% Grass"
"83303","9/26/2022","9/28/2022","503621","8.3","","5.1","HIGH","1.5","6.49","17.61","11.34","141.68","4.06","2.21","6.27","4.07","3.7","0.37","29.51","4236.59","14.11","1.31","2180.21","0.03","0.34","0.06","337.09","1689.94","4.58","12.5","1.81","2.08","9.26","0.05","0.32","4.62","10.02","8.63","35.41","32.09","4.87","10.02","5.15","5.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","60% Legume 40% Grass"
"83303","9/26/2022","9/28/2022","503622","8.7","","0.41","HIGH","2.1","18.45","24.23","16.67","190.39","5.46","2.1","7.56","2.08","1.89","0.19","47.33","2723.13","15.47","0.93","36.49","0.02","0.37","0.07","240.34","377.23","9.69","11.42","2.2","6.46","10.21","0.05","0.13","7.32","16.82","4.47","56.79","47.95","6.55","16.82","10.27","10.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503623","8.7","","0.5","HIGH","1.9","14.69","22.43","15.92","190.55","4.96","1.55","6.51","1.93","1.75","0.17","17.45","2795.51","10.57","0.93","30.54","0.01","0.25","0.03","263.03","375.08","7.71","11.97","2.45","4.91","11.01","0.04","0.13","6.87","13.7","4.12","20.95","26.62","5.95","13.7","7.75","8.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503624","8.1","","1.06","HIGH","2.7","12.59","63.18","15.08","296.51","45.4","2.7","48.1","5.65","4.63","1.02","67.75","2848.01","7.19","0.98","176.01","0.03","0.69","0.1","394.33","472.45","4.24","19.66","0.31","2.56","12.52","0.13","0.89","8.7","60.79","10.95","81.3","108.91","54.48","60.79","6.31","6.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","60% Legume 40% Grass"
"83303","9/26/2022","9/28/2022","503625","8.6","","0.18","HIGH","1.9","7.91","23.55","16.72","160.02","3.87","2.96","6.83","2.92","2.65","0.26","161.88","2876.2","8.91","0.79","11.65","0.03","0.25","0.08","326.75","55.38","4.94","9.57","2.45","3.31","13.42","0.04","0.23","5.66","12.16","6.19","194.25","112.62","4.64","12.16","7.52","7.82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503626","8.6","","0.52","HIGH","1.8","17.83","19.99","13.58","160.17","3.44","2.97","6.41","2.04","1.85","0.19","53.97","2650.68","15.77","1.1","30.23","0.02","0.38","0.09","308.91","350.26","11.13","11.79","2.12","6.05","7.53","0.06","0.12","6.35","14.95","4.4","64.77","49.96","4.13","14.95","10.82","11.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503627","8.1","","0.47","HIGH","1.8","40.81","51.28","7.49","141.44","41.2","2.59","43.79","9.17","7.2","1.97","51.61","2764.56","16.72","1.96","19.25","0.06","1.56","0.09","292.87","41.1","28.85","18.9","0.17","7.49","0","1.71","0.27","7.66","61.53","20.49","61.93","104.38","49.44","61.53","12.09","12.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","60% Legume 40% Grass"
"83303","9/26/2022","9/28/2022","503628","8","","0.49","HIGH","1.9","40.83","75.77","9.33","142.95","63.8","2.64","66.44","9.01","8.19","0.82","67.41","2798.16","17.37","1.99","15.64","0.06","1.66","0.08","284.93","31.89","28.56","15.33","0.14","9.33","0","0.7","0.12","7.87","90.92","20.45","80.89","144.41","76.56","90.92","14.36","14.93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503629","8.1","","0.57","HIGH","1.9","32.77","81.37","11.85","140.53","67.2","2.32","69.52","7.76","6.56","1.2","49.99","2847.1","16.5","2.08","20.57","0.06","1.66","0.08","296.81","38.84","23.32","11.86","0.17","11.05","0.8","0.84","0.36","7.27","96.69","17.03","59.99","138.38","80.64","96.69","16.05","16.69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503630","8","","0.6","HIGH","1.7","36.47","87.81","14.19","140.52","71.2","2.42","73.62","7.59","6.9","0.69","68.19","2835.34","17.18","2.11","15.95","0.06","1.52","0.07","290.91","32.3","25.96","9.9","0.19","14.19","0","0.54","0.15","7.88","105.37","17.11","81.83","158.37","85.44","105.37","19.93","20.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503631","8.1","","0.45","HIGH","1.9","42.39","54.63","14.42","142.3","37.9","2.31","40.21","6.53","5.75","0.78","52.54","2780.08","18.03","2.07","16.77","0.05","1.55","0.1","280.67","32.48","29.79","9.87","0.36","14.42","0","0.7","0.08","8.53","65.55","14.82","63.05","106.52","45.48","65.55","20.07","20.87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503632","8","","0.58","HIGH","1.9","38.83","92.45","13.51","138.29","76.5","2.44","78.94","6.71","6.1","0.61","52.92","2846.3","18","1.97","17.46","0.07","1.49","0.1","277.94","36.15","28.08","10.24","0.17","13.51","0","0.51","0.1","8","110.94","15.21","63.5","154.12","91.8","110.94","19.14","19.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503633","8.1","","0.42","HIGH","1.8","41.67","63.27","12.92","128.26","47.9","2.45","50.35","6.61","6.01","0.6","62.03","2870.63","16.06","2.06","18.85","0.09","1.27","0.07","270.83","31.44","32.49","9.93","0.26","12.92","0","0.59","0.02","8.02","75.92","15.17","74.43","123.15","57.48","75.92","18.44","19.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503634","8","","0.48","HIGH","2","34.2","85.33","13.17","134.09","70.1","2.06","72.16","6.67","6.06","0.61","49.78","2878.08","18.63","2.09","20.72","0.08","1.43","0.06","279.1","35.98","25.5","10.18","0.18","13.17","0","0.46","0.14","7.42","102.4","15","59.74","143.27","84.12","102.4","18.28","19.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503635","8","","0.52","HIGH","1.9","34.71","64.61","14.88","117.58","46.1","3.63","49.73","8.18","7.44","0.74","50.57","2839.34","21.74","3.22","18.9","0.05","1.45","0.1","270.77","35.39","29.52","7.9","0.3","14.88","0","0.66","0.09","7.31","77.53","18.63","60.68","119.54","55.32","77.53","22.21","23.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503636","7.9","","2.3","HIGH","2.7","27.7","28.36","19.26","158.15","5.29","3.81","9.1","26.73","24.3","2.43","298.01","3796.46","62.7","3.13","1333.81","0.1","1.64","0.13","230.12","429.4","17.51","8.21","2.12","13.49","5.77","1.28","1.15","7.86","27.11","58.83","357.61","234.06","6.35","27.11","20.76","21.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503637","7.9","","0.54","HIGH","2","44.52","100.2","16.88","126.06","78.5","4.82","83.32","7.78","7.07","0.71","55.47","2885.53","15.72","2.21","25.17","0.05","1.45","0.07","275.35","31.13","35.32","7.47","0.2","16.88","0","0.71","0","8.66","120.24","17.89","66.56","166.56","94.2","120.24","26.04","27.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503638","7.9","","0.43","HIGH","1.8","39.65","96.56","16.35","116.72","75.5","4.71","80.21","5.95","5.41","0.54","38.6","2880.04","15.57","1.97","20.57","0.04","1.46","0.06","283.17","36.96","33.97","7.14","0.2","16.35","0","0.54","0","7.93","115.88","13.69","46.32","149.96","90.6","115.88","25.28","26.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503639","8","","0.4","HIGH","1.8","47.95","103.84","19.44","126.16","80.5","3.9","84.4","6.97","6.34","0.63","62.83","2860.19","14.99","1.87","16.95","0.04","1.41","0.09","296.08","33.53","38","6.49","0.23","19.44","0","0.63","0","9.26","124.61","16.04","75.39","174.67","96.6","124.61","28.01","29.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503640","8.1","","0.32","HIGH","1.9","34.32","57.9","17.83","123.42","36.7","3.37","40.07","8.13","7.39","0.74","53.06","2850.9","19.19","2.33","17.42","0.04","1.43","0.09","272.94","34.49","27.8","6.92","0.44","17.83","0","0.62","0.12","7.68","69.48","18.41","63.67","112.56","44.04","69.48","25.44","26.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503641","7.9","","0.42","HIGH","1.8","45.7","111.39","18.88","130.79","87.9","4.61","92.51","6.52","5.76","0.76","48.62","2890.63","17.44","2.28","14.77","0.04","1.64","0.09","276.54","36.41","34.94","6.93","0.2","18.88","0","0.76","0","9.07","133.67","14.99","58.34","175.09","105.48","133.67","28.19","29.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503642","7.9","","0.43","HIGH","1.8","43.22","100.75","19.2","127.37","75.8","5.75","81.55","6.96","6.33","0.63","66.27","2883.86","15.96","2.11","18.98","0.08","1.47","0.1","269.27","30.3","33.93","6.63","0.24","19.2","0","0.63","0","8.79","120.91","16.01","79.52","172.87","90.96","120.91","29.95","31.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503643","8","","0.4","HIGH","1.8","37.17","88.52","16.17","115.98","69.2","3.15","72.35","6.99","6.35","0.64","48.34","2919.41","18.25","2.25","16.3","0.05","1.58","0.08","267.11","35.04","32.05","7.17","0.22","16.17","0","0.61","0.02","7.65","106.23","16.01","58.01","146.84","83.04","106.23","23.19","24.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503644","8","","0.3","HIGH","2","37.67","57.97","15.7","113.53","39.2","3.07","42.27","7.54","6.85","0.68","42.72","2818.84","20.03","2.27","14.32","0.06","1.35","0.1","261.83","32.91","33.18","7.23","0.37","15.7","0","0.68","0","7.61","69.56","17.32","51.26","105.94","47.04","69.56","22.52","23.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503645","8.2","","0.33","HIGH","1.5","30.48","33.85","15.36","109.86","15.1","3.39","18.49","3.71","3.37","0.34","34.48","2895.35","14.31","2.05","12.57","0.03","1.03","0.08","277.5","32.82","27.74","7.15","0.83","15.36","0","0.28","0.06","6.78","40.62","8.4","41.37","66.8","18.12","40.62","22.5","23.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503646","8","","0.47","HIGH","1.5","32.15","63.29","12.07","102.36","46.9","4.32","51.22","3.49","3.17","0.32","47.64","2940.78","13.14","1.94","14.51","0.03","0.82","0.05","279.34","29.77","31.4","8.48","0.24","12.07","0","0.3","0.02","6.47","75.95","7.98","57.17","111.24","56.28","75.95","19.67","20.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503647","8.1","","0.36","HIGH","1.6","32.3","50.52","15.05","112.65","32.2","3.27","35.47","2.92","2.65","0.26","31.96","2917.64","11.45","1.77","17.25","0.03","0.86","0.08","283.03","39.95","28.67","7.49","0.42","15.05","0","0.23","0.04","6.99","60.62","6.62","38.35","85.26","38.64","60.62","21.98","22.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503648","8","","0.38","HIGH","1.5","37.31","67.57","14.9","104.31","48.7","3.97","52.67","4.5","4.09","0.41","53.2","2928.92","13.76","1.97","13.96","0.04","0.87","0.06","275.68","30.27","35.76","7","0.28","14.9","0","0.41","0","7.31","81.09","10.35","63.84","121.01","58.44","81.09","22.65","23.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503649","8.1","","0.31","HIGH","1.8","34.89","39.18","15.46","118.47","20.7","3.02","23.72","4.75","4.32","0.43","42.38","2861.78","18.62","2.36","15.03","0.04","1.34","0.08","266.06","33.08","29.45","7.66","0.65","15.46","0","0.38","0.05","7.4","47.01","10.81","50.85","79.3","24.84","47.01","22.17","23.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503650","8.1","","0.4","HIGH","1.6","39.03","64.3","15.52","120.18","45.7","3.08","48.78","3.65","3.32","0.33","37.08","2953.16","14.26","2.01","12.67","0.03","1.1","0.06","261.99","35.39","32.48","7.74","0.32","15.52","0","0.32","0.01","7.86","77.17","8.38","44.49","106.35","54.84","77.17","22.33","23.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503651","8.2","","0.39","HIGH","1.5","29.62","60.61","13.92","103.03","43.6","3.09","46.69","3.09","2.81","0.28","46.21","2955.07","13.52","1.97","14.92","0.03","0.75","0.08","273.43","28.58","28.75","7.4","0.3","13.92","0","0.24","0.04","6.41","72.74","7.02","55.45","106.6","52.32","72.74","20.42","21.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503652","8.1","","0.35","HIGH","1.5","24.78","54.16","14.21","105.47","36.2","3.75","39.95","2.72","2.47","0.25","36.09","3008.83","13.66","2.03","13.19","0.02","0.81","0.04","267.83","34.35","23.5","7.42","0.36","13.35","0.85","0.17","0.07","6.01","63.96","6.08","43.3","90.97","43.44","63.96","20.52","21.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","10% Legume 90% Grass"
