"Zip","Date Recd","Date Rept","Lab No","1:1 Soil pH","WDRF Buffer","1:1 Soluble Salt","Excess Lime","Organic Matter","CO2-C","H2O Total N","H2O Organic N","H2O Total Organic C","H3A Nitrate","H3A Ammonium","H3A Inorganic Nitrogen","H3A Total Phosphorus","H3A Inorganic Phosphorus","H3A Organic Phosphorus","H3A ICAP Potassium","H3A ICAP Calcium","H3A ICAP Aluminum","H3A ICAP Iron","H3A ICAP Sulfur","H3A ICAP Zinc","H3A ICAP Manganese","H3A ICAP Copper","H3A ICAP Magnesium","H3A ICAP Sodium","% MAC","Organic C:N","Organic N:Inorganic N","Organic N Release","Organic N Reserve","Organic P Release","Organic P Reserve","Soil Health Calculation","Available N","Available P","Available K","Nutrient Value","Traditional N","Haney Test N","Lbs N Difference","N savings","Cover crop mix","Past Crop","Crop 1","YG 1","Nitrogen Rec 1","P205 Rec 1","K2O Rec 1","Magnesium Rec 1","Sulfur Rec 1","Zinc Rec 1","Iron Rec 1","Manganese Rec 1","Copper Rec 1","Lime Rec 1","Crop 2","YG 2","Nitrogen Rec 2","P205 Rec 2","K2O Rec 2","Magnesium Rec 2","Sulfur Rec 2","Zinc Rec 2","Iron Rec 2","Manganese Rec 2","Copper Rec 2","Lime Rec 2","Crop 3","YG 3","Nitrogen Rec 3","P205 Rec 3","K2O Rec 3","Magnesium Rec 3","Sulfur Rec 3","Zinc Rec 3","Iron Rec 3","Manganese Rec 3","Copper Rec 3","Lime Rec 3","Beta Glucosidase ppm pNP g-1 soil h-1","Urease ppm NH4-N g-1 soil h-1","Phosphodiesterase ppm pNP g-1 soil h-1","Dehydrogenase ppm INTF g-1 soil h-1","Fluorescein Diacetate Hydrolysis ppm fluorescein g-1 soil 3h-1","Beta Glucosaminidase ppm pNP g-1 soil h-1","Phosphomonoesterases (Acid) ppm pNP g-1 soil h-1","Phosphomonoesterases (Alkaline) ppm pNP g-1 soil h-1","Arylsulfatase ppm pNP g-1 soil h-1","Enzyme Soil Moisture %","Beginning Depth","Ending Depth","Regenerative Certified","Score"
"76571","10/18/2022","10/20/2022","19359","8.35","","0.4","HIGH","1.9","31.08","81.71","33.27","443.45","46.5","1.94","48.44","186.66","175","11.66","914.13","1833.39","32.03","14.62","33.17","0.61","2.21","0.39","347.13","117.44","7.01","13.33","0.69","9.33","23.94","2.45","9.21","15.3","103.98","408.14","1096.95","844.36","83.7","103.98","20.28","21.09","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","NOT YET","6.78"
"76571","10/18/2022","10/20/2022","19360","8.38","","0.32","HIGH","1.1","15.78","62.14","32.76","360.71","28","1.38","29.38","98.61","92.5","6.11","711.83","1998.63","31.4","12.44","55.12","0.24","0.96","0.2","271.9","172.9","4.37","11.01","1.12","5.73","27.03","0.8","5.3","12.07","63.2","214.59","854.2","591.54","50.4","63.2","12.8","13.32","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19368","8.14","","0.58","HIGH","1.1","21.52","72.24","28.65","351.47","41.9","1.69","43.59","96.36","87.4","8.96","511.69","1349.31","52.61","19.45","190.27","1.19","4.31","0.38","330.35","245.74","6.12","12.27","0.66","7.02","21.63","1.65","7.32","12.05","91.09","204.81","614.03","495.96","75.42","91.09","15.67","16.3","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","12.53"
"76571","10/18/2022","10/20/2022","19369","8.07","","1.57","HIGH","1","10.47","58.74","17.53","195.56","40.7","0.51","41.21","42.19","36.4","5.79","258.04","1880.22","57.09","23.94","640.06","0.72","3.38","0.32","429.77","514.36","5.35","11.16","0.43","3.75","13.78","0.93","4.86","6.71","80.94","85.86","309.64","278.49","73.26","80.94","7.68","7.99","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19370","8.19","","0.27","HIGH","2.4","43.29","45.44","28.56","295.53","15","1.88","16.88","144.24","135","9.24","467.14","2052.12","28.63","17.93","42.38","0.53","2.07","0.41","326.96","102.59","14.65","10.35","1.69","16.73","11.83","4.06","5.18","13.1","60.51","319.84","560.56","490.33","27","60.51","33.51","34.85","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","12.39"
"76571","10/18/2022","10/20/2022","19371","8.49","","0.27","HIGH","0.7","11.94","27.34","20.79","206.11","5","1.55","6.55","28.46","25.5","2.96","404.82","2060.78","31.26","7.15","39.26","0.07","1.09","0.13","323.48","137.37","5.79","9.91","3.17","4.82","15.97","0.51","2.45","7.4","20.46","59.83","485.78","291.69","9","20.46","11.46","11.92","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19372","8.1","","0.37","HIGH","1.9","33.38","51.65","24.09","288.36","26.3","1.26","27.56","30.73","26.5","4.23","368.69","2188.36","29.42","10.2","49.71","0.13","0.9","0.22","309.38","117.92","11.58","11.97","0.87","11.15","12.94","1.47","2.76","11.51","69.69","64.33","442.42","323.28","47.34","69.69","22.35","23.24","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","14.02"
"76571","10/18/2022","10/20/2022","19373","7.85","","1.28","HIGH","1.3","17.6","21.76","14.83","140.13","6.52","0.41","6.93","7.8","6.01","1.79","137.35","3553.42","25.75","5.87","980.09","0.07","0.4","0.11","380.4","141.31","12.56","9.45","2.14","7.45","7.38","0.68","1.12","6.05","25.89","15.38","164.82","116.41","11.74","25.89","14.16","14.72","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19374","8.18","","0.29","HIGH","1.8","33.95","66.41","26.19","361.06","38.3","1.92","40.22","166.83","157","9.83","725.41","735.01","79.85","34.63","35.18","1.9","8.29","0.37","249.26","115.59","9.4","13.78","0.65","9.85","16.34","2.77","7.06","13.24","90.13","367.48","870.49","698.02","68.94","90.13","21.19","22.04","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","NOT YET","6.98"
"76571","10/18/2022","10/20/2022","19375","8.04","","0.56","HIGH","1.2","16.62","51.56","25.23","287.99","24.6","1.73","26.33","89.36","83.9","5.46","420.15","698.96","110.87","38.69","99.08","0.98","5.13","0.44","240.85","171.06","5.77","11.42","0.96","5.82","19.4","0.94","4.51","9.94","57.88","195.14","504.18","402.05","44.28","57.88","13.6","14.14","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19376","8.33","","0.2","HIGH","1.3","46.68","33.68","28.11","275.29","4.25","1.32","5.57","223.24","210","13.24","367.89","937.63","57.7","48.71","17.95","2.37","11.68","0.26","257.67","40.25","16.96","9.79","5.05","19.07","9.05","6.73","6.5","12.98","44.34","498.48","441.47","496.16","7.65","44.34","36.69","38.16","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","10.74"
"76571","10/18/2022","10/20/2022","19377","8.22","","0.22","HIGH","0.7","10.88","28.59","22.48","247.86","4.88","1.23","6.11","68.36","65.2","3.16","577.43","274.4","261.84","96","28.86","0.66","9.38","0.36","135.67","63.56","4.39","11.02","3.68","3.95","18.54","0.42","2.74","8.29","18.1","150.92","692.91","434.71","8.78","18.1","9.32","9.69","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19378","8.12","","0.25","HIGH","1.7","49.02","33.33","26.17","301.7","5.15","2.01","7.16","94.99","89.2","5.79","451.29","818.19","83.27","21.73","25.48","1.23","3.42","0.59","218.4","77.9","16.25","11.53","3.65","17.01","9.16","2.82","2.97","13.55","43.5","211.65","541.55","413.38","9.27","43.5","34.23","35.6","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","15.17"
"76571","10/18/2022","10/20/2022","19379","8.09","","0.24","HIGH","1.1","14.28","21.96","16.4","181.92","3.56","2","5.56","59.62","56.1","3.52","290.79","713.52","106.68","18.43","25.3","0.51","1.89","0.42","194.56","82.41","7.85","11.09","2.95","5.15","11.25","0.83","2.69","6.71","19.28","130.94","348.95","254.75","6.41","19.28","12.87","13.38","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19380","8.04","","0.63","HIGH","2.5","31.78","127.4","25.98","380.88","99.8","1.62","101.42","170.28","158","12.28","831.48","856.1","66.1","17.95","50.14","1.74","5.39","0.9","293.52","169.75","8.34","14.66","0.26","8.67","17.31","3.07","9.2","13.39","198.16","370.47","997.78","875.39","179.64","198.16","18.52","19.26","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","13.09"
"76571","10/18/2022","10/20/2022","19381","8.17","","0.29","HIGH","1","17.47","36.3","16.8","213.48","18.2","1.3","19.5","32.88","29.6","3.28","347.21","1842.49","52.83","8.9","51.19","0.33","0.87","0.56","274.25","137.71","8.18","12.71","0.86","5.5","11.3","0.8","2.47","7.7","45","69.93","416.65","287.29","32.76","45","12.24","12.73","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19382","7.89","","0.39","HIGH","2.6","58.43","65.43","22.78","322.04","41.1","1.55","42.65","211.48","200","11.48","509.29","945.14","66.08","20.01","43.66","2.27","3.37","0.6","297.81","106.5","18.14","14.14","0.53","16.53","6.25","6.25","5.23","14.56","106.52","474.37","611.15","634.57","73.98","106.52","32.54","33.84","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","14.53"
"76571","10/18/2022","10/20/2022","19383","7.9","","0.41","HIGH","1.2","21.51","40.3","18.08","191.05","20.8","1.42","22.22","77.89","73","4.89","282.14","1453.28","60.45","14.71","49.47","0.73","1.17","0.36","271.77","116.13","11.26","10.57","0.81","8.14","9.94","1.65","3.24","7.78","54.65","171.7","338.57","305.1","37.44","54.65","17.21","17.9","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19384","8.08","","0.19","HIGH","2.2","71.43","57.29","24.4","375.18","25.6","7.29","32.89","133.34","122","11.34","590.9","547.36","100.02","35.96","28.04","1.97","9.73","1.97","276.05","102.22","19.04","15.38","0.74","18.58","5.82","6.48","4.86","17.09","92.65","295.5","709.08","586.83","46.08","92.65","46.57","48.44","30% Legume 70% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","20.95"
"76571","10/18/2022","10/20/2022","19385","8.17","","0.3","HIGH","1.1","12.05","28.25","19.02","225.03","6.33","2.9","9.23","45.35","41.6","3.75","421.48","426.09","138.84","36.38","41.44","0.65","9.09","1.39","179.2","123.37","5.36","11.83","2.06","4.08","14.95","0.6","3.14","7.61","23.95","97.06","505.77","322.44","11.39","23.95","12.56","13.06","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19386","8.29","","0.32","HIGH","2.2","22.07","68.89","24.82","385.87","41.9","2.17","44.07","206.17","192","14.17","622.58","878.42","57.09","26.4","37.22","2.84","7.7","1.01","311.64","105.02","5.72","15.54","0.56","5.68","19.14","2.43","11.74","12.41","89.55","447.19","747.1","672.39","75.42","89.55","14.13","14.69","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","7.64"
"76571","10/18/2022","10/20/2022","19387","8.47","","0.42","HIGH","1","11.32","47.84","23.59","275.83","22.3","1.95","24.25","94.47","91.2","3.27","611.44","564.08","73.37","21.03","72.95","1.18","5.47","0.73","219.22","183.14","4.1","11.69","0.97","3.87","19.72","0.4","2.87","9.01","50.62","210.69","733.72","516.42","40.14","50.62","10.48","10.9","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19398","8.03","","0.22","HIGH","1.9","22.7","40.64","25.97","305.11","13.4","1.27","14.67","140.94","131","9.94","310.69","1180.31","64.34","18.71","33.97","1.78","4.73","0.95","227.51","69.67","7.44","11.75","1.77","7.73","18.24","2.22","7.72","10.97","40.32","306.4","372.83","369.29","24.12","40.32","16.2","16.85","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","NOT YET","3.55"
"76571","10/18/2022","10/20/2022","19399","8.24","","0.29","HIGH","1.3","16.03","31.78","24.49","301.82","5.77","1.52","7.29","66.37","61.4","4.97","416.41","1581.77","56.48","11.3","30.91","0.72","1.94","0.54","218.82","95.7","5.31","12.32","3.36","5.2","19.29","0.79","4.18","10.09","22.49","143.04","499.69","339.03","10.39","22.49","12.1","12.59","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19400","8.14","","0.18","HIGH","2.1","29.44","42.82","25.98","303.05","15.2","1.64","16.84","129.21","120","9.21","417.01","1416.92","54.28","43.29","32.91","1.88","6.23","11.1","240.9","68.86","9.71","11.67","1.54","10.09","15.88","2.69","6.53","11.6","48.48","282.18","500.42","430.43","27.36","48.48","21.12","21.96","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","NOT YET","5.46"
"76571","10/18/2022","10/20/2022","19401","8.15","","0.26","HIGH","1.4","21.95","29.44","22.03","239.54","6.04","1.37","7.41","96.47","91.1","5.37","427.5","1304.89","62.34","66.52","53.75","1.25","7.91","1.17","225.29","111.57","9.16","10.87","2.97","8.07","13.95","1.48","3.9","9.19","27.87","212.93","513","383.43","10.87","27.87","17","17.68","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19402","8.15","","0.29","HIGH","2.4","25.17","64.19","27.94","396.43","34.8","1.45","36.25","166.01","156","10.01","534.13","1189.94","62.67","39.99","61.41","2.42","7.41","1.31","275.6","162.1","6.35","14.19","0.77","7.09","20.84","1.91","8.1","13.24","78.02","363.18","640.95","568.68","62.64","78.02","15.38","16","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","11.57"
"76571","10/18/2022","10/20/2022","19403","7.94","","0.31","HIGH","1.3","16.54","44.16","18.79","226.76","24.3","1.07","25.37","73.11","67.3","5.81","209.93","1374.7","57.79","18.23","52.04","0.96","2.47","0.53","257.69","121.49","7.29","12.07","0.74","5.48","13.31","1.27","4.54","8.07","55.53","157.72","251.91","256.26","43.74","55.53","11.79","12.27","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19404","7.99","","0.03","HIGH","2.3","32.43","84.26","26.38","378.94","56.6","1.28","57.88","187.7","176","11.7","537.62","1033.21","70.39","23.09","46.79","2.22","7.65","1","273","137.93","8.56","14.36","0.46","9.03","17.35","3","8.7","13.46","120.44","411.71","645.14","637.22","101.88","120.44","18.56","19.3","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","12.3"
"76571","10/18/2022","10/20/2022","19405","8.02","","0.04","HIGH","1.3","16.1","36.96","19.68","218.11","15.9","1.38","17.28","61.65","56.1","5.55","253.85","1704.39","55.68","8.09","51.76","0.52","1.17","0.41","287.87","119.09","7.38","11.08","1.14","5.81","13.87","1.23","4.32","7.94","41.57","131.86","304.62","256.19","28.62","41.57","12.95","13.46","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19406","8.12","","0.02","HIGH","2.2","27.98","30.72","24.7","272.61","4.84","1.18","6.02","72.23","66.7","5.53","275.78","2210.67","39.78","18.91","27.45","0.32","2.42","1","263.17","56.38","10.26","11.04","4.1","10.14","14.56","1.7","3.82","10.72","29.08","157.32","330.94","268.08","8.71","29.08","20.37","21.19","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","NOT YET","6.87"
"76571","10/18/2022","10/20/2022","19407","8.24","","0.02","HIGH","1.4","14.01","22.7","19.01","220.37","2.7","0.99","3.69","28.14","25.8","2.34","275.7","2217.51","39.87","7.69","47.87","0.06","0.46","0.31","274.31","119.59","6.36","11.59","5.16","4.84","14.18","0.45","1.89","7.71","15.34","60.37","330.84","209.15","4.86","15.34","10.48","10.9","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19408","7.91","","0.02","HIGH","2","35.11","42.95","29.6","342.96","12.2","1.15","13.35","104.91","95.8","9.11","299.11","1572.99","55.54","17.79","24.95","1.44","3.76","0.79","231.42","55.02","10.24","11.59","2.22","12.12","17.48","2.8","6.31","13.33","45.85","226.78","358.93","331.46","21.96","45.85","23.89","24.84","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","11.82"
"76571","10/18/2022","10/20/2022","19409","8.22","","0.02","HIGH","1.3","17.95","22.54","18.39","214.72","3.03","1.12","4.15","19.95","17.4","2.55","309.28","2312.81","36.97","5.34","24.78","0.05","0.4","0.12","255.23","95.32","8.36","11.67","4.43","6.15","12.24","0.64","1.91","7.93","18.54","41.49","371.13","223.93","5.45","18.54","13.09","13.61","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19416","7.77","","0.02","HIGH","2.4","38","61.44","26.92","327.61","33.1","1.42","34.52","152.03","142","10.03","436.76","917.42","54.64","28.09","23.7","1.93","4.54","0.55","218.85","59.67","11.6","12.17","0.78","12.49","14.43","3.49","6.54","13.04","84.62","334.63","524.11","503.99","59.58","84.62","25.04","26.04","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","NOT YET","4.9"
"76571","10/18/2022","10/20/2022","19417","7.82","","0.03","HIGH","1.4","26.21","37.45","29.49","266.85","6.92","1.04","7.96","116.16","111","5.16","215.84","677.77","74.02","32.23","20.57","1.55","4.41","0.51","190.76","61.88","9.82","9.05","3.7","11.59","17.9","1.52","3.64","10.91","35.19","258.8","259","285.14","12.46","35.19","22.73","23.64","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19418","7.79","","0.02","HIGH","2.4","61.45","79.35","26.17","361.04","51.6","1.58","53.18","125.54","117","8.54","576.83","1453.63","43.23","24.05","47.97","1.7","3.44","0.53","243.93","100.73","17.02","13.8","0.49","17.81","8.35","4.36","4.18","15.98","127.79","279.13","692.19","607.4","92.88","127.79","34.91","36.31","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","13.93"
"76571","10/18/2022","10/20/2022","19419","7.76","","0.06","HIGH","1.5","25.33","41.88","20.94","224.93","20","0.94","20.94","65.39","60.6","4.79","182.25","1332.02","51.01","21.07","59.71","1.32","2.17","0.26","235.88","80.75","11.26","10.74","1","9.43","11.5","1.62","3.17","9.13","54.67","143.1","218.7","232.04","36","54.67","18.67","19.42","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19420","7.75","","0.62","HIGH","2.6","47.75","53.7","21.04","259.47","30.5","2.16","32.66","115.67","107","8.67","360.1","1139.56","53.63","24.38","201.31","1.34","4.73","0.32","283.81","119.12","18.4","12.33","0.64","15.49","5.55","4.78","3.88","12.07","86.67","257.1","432.12","424.46","54.9","86.67","31.77","33.04","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","10.45"
"76571","10/18/2022","10/20/2022","19421","7.79","","0.58","HIGH","1.1","14.16","33.92","18.19","195.08","14.6","1.13","15.73","53.4","49","4.4","91.19","1004.19","65.07","30.73","161.19","0.78","3.37","0.32","225.76","156.28","7.26","10.73","1.16","5.28","12.91","0.96","3.44","7.14","37.82","114.9","109.43","146.9","26.28","37.82","11.54","12","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19422","8.07","","0.41","HIGH","2.4","30.81","57.64","30.14","333.69","26.2","1.3","27.5","215.44","203","12.44","642.18","1030.09","59.24","33.48","73.16","2.5","6.49","0.48","270.73","100.45","9.23","11.07","1.1","11.13","19.01","3.45","9","12.77","69.54","474.83","770.61","676.05","47.16","69.54","22.38","23.28","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","NOT YET","6.68"
"76571","10/18/2022","10/20/2022","19423","7.93","","0.7","HIGH","1.4","17.43","43.16","24.87","271.32","17.1","1.19","18.29","132.05","126","6.05","369.64","885.87","66.95","32.67","217.88","1.66","6.1","0.44","268.5","207.89","6.42","10.91","1.36","6.39","18.48","1.17","4.88","9.66","44.42","292.48","443.57","402.53","30.78","44.42","13.64","14.19","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19424","8.32","","0.41","HIGH","2.5","20.37","58.93","38.58","391.66","19.2","1.15","20.35","77.66","72.2","5.46","736.86","2263.33","19.7","11.16","45.73","0.13","1.01","0.5","300.22","104.81","5.2","10.15","1.9","8.03","30.56","0.85","4.61","13.73","51.08","168.02","884.24","572.53","34.56","51.08","16.52","17.18","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","16.04"
"76571","10/18/2022","10/20/2022","19425","8.23","","1.02","HIGH","1.3","10.07","27.63","20.87","200.92","6.43","0.33","6.75","19.21","17","2.21","347.78","2557.15","18.46","6.99","252.93","0.04","0.66","0.15","401.96","224.83","5.01","9.62","3.09","4.19","16.69","0.33","1.88","7.11","19.69","39.86","417.33","247.49","11.57","19.69","8.12","8.45","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19426","8.1","","0.45","HIGH","2.7","36.66","66.5","26.75","347.88","38.6","1.15","39.75","157.22","147","10.22","739.29","1937.21","32.52","24.51","161.73","1.44","3.35","0.91","340.06","167.15","10.54","13.01","0.67","11.27","15.47","3.23","6.99","13.3","91.84","345.53","887.15","698.04","69.48","91.84","22.36","23.26","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","9.5"
"76571","10/18/2022","10/20/2022","19427","8.26","","0.81","HIGH","1.9","13.77","34.12","24.16","248.99","8.93","1.03","9.96","98.17","91.7","6.47","530.2","2135.94","27.04","18.91","179.71","0.42","2.14","0.71","333.97","208.81","5.53","10.31","2.43","5.34","18.82","1.07","5.4","8.77","27.55","213.38","636.24","444.92","16.07","27.55","11.47","11.93","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19428","8.01","","0.31","HIGH","1.7","16.99","33.65","18.85","225.14","13.4","1.4","14.8","190.72","179","11.72","378.95","1480.75","43.61","36.68","116.61","2.22","4.9","1.81","242.34","72.27","7.55","11.95","1.27","5.69","13.16","2.65","9.07","8.09","36.88","417.8","454.74","457.91","24.12","36.88","12.76","13.27","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","NOT YET","3.55"
"76571","10/18/2022","10/20/2022","19429","8.17","","0.3","HIGH","1.1","17.53","22.68","16.34","177.67","5.09","1.25","6.34","107.55","101","6.55","267.82","1531.5","42.74","30.06","44.46","1.08","3.11","0.78","211.99","51.87","9.86","10.87","2.58","6.45","9.89","1.94","4.61","6.94","23.02","236.76","321.39","293.54","9.16","23.02","13.86","14.41","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19430","7.96","","0.17","HIGH","3.1","44.67","59.86","21.69","334.66","30.4","7.77","38.17","172.65","162","10.65","401.05","1924.62","42.58","20.69","44.12","1.22","3.81","0.62","309.96","75.47","13.35","15.43","0.57","11.58","10.11","4.26","6.38","13.33","89.55","382.41","481.26","509.67","54.72","89.55","34.83","36.22","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","10.12"
"76571","10/18/2022","10/20/2022","19431","8.05","","0.2","HIGH","1.7","17.75","38.4","18.48","240.1","17.4","2.52","19.92","36.22","32.6","3.62","251.71","2231.3","36.06","8.03","142.78","0.09","0.77","0.24","371.55","177.44","7.39","13","0.93","5.46","13.01","0.8","2.82","8.42","45.69","76.83","302.05","233.88","31.32","45.69","14.37","14.94","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19440","7.91","","0.1","HIGH","1.5","25.27","47.24","22.58","286.45","22.6","2.06","24.66","39.84","35.3","4.54","347.45","322.32","126.49","40.43","24.48","0.91","6.28","1.21","150.12","87.69","8.82","12.69","0.92","7.97","14.61","1.2","3.34","10.51","58.73","83.96","416.94","308.17","40.68","58.73","18.05","18.77","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","NOT YET","4.63"
