Zip,Date Recd,Date Rept,Lab No,1:1 Soil pH,WDRF Buffer,1:1 Soluble Salt,Excess Lime,Organic Matter,CO2-C,H2O Total N,H2O Organic N,H2O Total Organic C,H3A Nitrate,H3A Ammonium,H3A Inorganic Nitrogen,H3A Total Phosphorus,H3A Inorganic Phosphorus,H3A Organic Phosphorus,H3A ICAP Potassium,H3A ICAP Calcium,H3A ICAP Aluminum,H3A ICAP Iron,H3A ICAP Sulfur,H3A ICAP Zinc,H3A ICAP Manganese,H3A ICAP Copper,H3A ICAP Magnesium,H3A ICAP Sodium,% MAC,Organic C:N,Organic N:Inorganic N,Organic N Release,Organic N Reserve,Organic P Release,Organic P Reserve,Soil Health Calculation,Available N,Available P,Available K,Nutrient Value,Traditional N,Haney Test N,Lbs N Difference,N savings,Past Crop,Crop 1,YG 1,Nitrogen Rec 1,P205 Rec 1,K2O Rec 1,Magnesium Rec 1,Sulfur Rec 1,Zinc Rec 1,Iron Rec 1,Manganese Rec 1,Copper Rec 1,Lime Rec 1,Crop 2,YG 2,Nitrogen Rec 2,P205 Rec 2,K2O Rec 2,Magnesium Rec 2,Sulfur Rec 2,Zinc Rec 2,Iron Rec 2,Manganese Rec 2,Copper Rec 2,Lime Rec 2,Crop 3,YG 3,Nitrogen Rec 3,P205 Rec 3,K2O Rec 3,Magnesium Rec 3,Sulfur Rec 3,Zinc Rec 3,Iron Rec 3,Manganese Rec 3,Copper Rec 3,Lime Rec 3,Beta Glucosidase ppm pNP g-1 soil h-1,Urease ppm NH4-N g-1 soil h-1,Phosphodiesterase ppm pNP g-1 soil h-1,Dehydrogenase ppm INTF g-1 soil h-1,Fluorescein Diacetate Hydrolysis ppm fluorescein g-1 soil 3h-1,Beta Glucosaminidase ppm pNP g-1 soil h-1,Phosphomonoesterases (Acid) ppm pNP g-1 soil h-1,Phosphomonoesterases (Alkaline) ppm pNP g-1 soil h-1,Arylsulfatase ppm pNP g-1 soil h-1,Enzyme Soil Moisture %,Beginning Depth,Ending Depth,Cover Crop Mix,Cover crop mix,Sample Type,Test ID,Soil pH 1:1,Wdrf Buffer,"1:1 Electrical Conductivity, mmho/cm","Organic Matter, % LOI","Soil Respiration, ppm CO2-C","H2O Total Org. C, ppm C","H2O Total N, ppm N","H2O Org. N, ppm N","H3A Nitrate, ppm NO3-N","H3A Ammonium, ppm NH4-N","H3A Inorganic N, ppm N","H3A Total Phosphorus, ppm P","H3A Inorganic Phosphorus, ppm PO4-P","H3A Organic Phosphorus, ppm P","H3A Potassium, ppm K","H3A Calcium, ppm Ca","H3A Magnesium, ppm Mg","H3A Sodium, ppm Na","H3A Sulfur, ppm S","H3A Zinc, ppm Zn","H3A Iron, ppm Fe","H3A Manganese, ppm Mn","H3A Copper, ppm Cu","H3A Aluminum, ppm Al","Microbially Active C, %",H2O Org. C:Org. N ,H2O Org. N:H3A Inorg. N,"Organic N Release, ppm N","Organic N Reserve, ppm N","Organic P Release, ppm P","Organic P Reserve, ppm P",Soil Health Score,"Available N, lbs/A","Available P, lbs/A","Available K, lbs/A","Nutrient Value, $","Traditional Test N, lbs/A","Haney Test N, lbs/A","N Difference, lbs/A","N Savings, $","H3A Magnessium, ppm Mg"
58436,8/31/2023,9/5/2023,35196.0,7.3,,0.13,NONE,3.3,39.9,16.09,11.82,163.1,2.89,1.15,4.04,8.21,5.23,2.98,176.94,757.09,97.95,40.18,2.15,0.6,15.43,0.08,141.89,13.03,24.48,13.8,2.77,11.57,0.25,2.19,0.79,8.44,28.1,17.07,212.32,143.24,5.2,28.1,22.9,23.82,ALL OTHER CROPS,CORN BU/A,150.0,135.0,60.0,0.0,0.0,20.0,0.0,0,0.0,0.0,,SOYBEANS BU/A,40.0,0.0,35.0,0.0,0.0,9.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59474,7/11/2022,7/13/2022,10510.0,7.8,,0.23,LOW,2.3,20.56,20.38,11.15,125.57,8.01,1.74,9.75,14.54,10.9,3.64,128.26,903.03,127.23,24.42,5.51,0.44,3.04,0.26,191.8,7.62,16.37,11.26,1.21,7.3,3.85,1.79,1.85,5.68,40.93,29.19,153.91,132.94,19.22,40.93,21.7,22.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97756.0,9/28/2023,10/2/2023,37786.0,6.9,,0.11,NONE,4.1,134.1,17.72,15.38,250.38,1.72,1.68,3.4,7.3,4.04,3.26,99.89,703.76,125.31,23.29,3.86,0.17,2.59,0.12,87.34,17.51,53.56,16.28,6.57,15.38,0.0,3.26,0.0,17.72,45.06,16.79,119.86,114.52,4.13,45.06,40.93,42.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,30% Legume 70% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97756.0,9/28/2023,10/2/2023,37787.0,8.1,,0.08,HIGH,3.2,29.46,14.41,12.67,228.96,1.2,1.54,2.74,2.44,1.69,0.75,87.17,2620.95,18.52,4.44,6.93,0.01,0.36,0.07,84.84,13.12,12.87,18.06,7.28,6.52,6.15,0.29,0.46,8.79,22.23,4.56,104.6,77.52,2.88,22.23,19.35,20.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,60% Legume 40% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97756.0,9/28/2023,10/2/2023,37788.0,7.0,,0.1,NONE,2.8,75.12,14.3,12.38,217.68,1.48,1.62,3.1,6.55,3.51,3.04,47.13,283.79,113.39,29.34,2.84,0.18,1.1,0.15,130.73,82.16,34.51,17.58,6.45,12.38,0.0,3.04,0.0,13.1,37.15,15.06,56.56,73.85,3.55,37.15,33.6,34.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,40% Legume 60% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97756.0,9/28/2023,10/2/2023,37789.0,6.9,,0.08,NONE,3.2,56.03,14.2,11.87,223.55,1.06,2.24,3.3,5.56,3.16,2.4,114.56,467.97,164.82,55.62,2.23,0.29,3.41,0.17,123.31,21.05,25.07,18.83,5.09,11.87,0.0,1.8,0.59,11.26,36.41,11.41,137.47,111.85,2.54,36.41,33.86,35.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,60% Legume 40% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56156,10/3/2022,10/5/2022,18054.0,6.76,,0.21,NONE,4.1,128.15,25.72,14.82,118.57,9.46,1.44,10.9,13.22,10.0,3.22,52.53,655.04,125.29,42.73,4.99,0.63,5.05,0.15,138.57,14.69,108.09,8.0,1.36,14.82,0.0,3.22,0.0,14.53,61.73,30.41,63.04,109.71,22.7,61.73,39.02,40.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,,40% Legume 60% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54007,7/14/2022,7/18/2022,10738.0,6.7,,0.45,NONE,2.3,60.07,31.75,5.55,102.33,23.7,3.91,27.61,32.87,29.1,3.77,146.19,585.48,112.34,58.4,78.68,1.45,11.23,0.2,150.68,10.09,58.71,18.45,0.21,5.55,0.0,3.77,0.0,8.61,79.58,75.59,175.42,205.24,56.88,79.58,22.7,23.6,ALL OTHER CROPS,CORN BU/A,200.0,140.0,25.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,,60% Legume 40% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54007,7/14/2022,7/18/2022,10739.0,7.0,,0.43,NONE,1.7,23.44,43.58,8.87,116.17,32.2,4.06,36.26,27.42,24.5,2.92,180.37,421.86,102.82,65.43,25.16,1.91,22.03,0.3,129.04,8.5,20.17,13.1,0.26,7.16,1.71,1.77,1.15,5.55,104.2,60.41,216.45,244.38,77.28,104.2,26.92,27.99,ALL OTHER CROPS,CORN BU/A,200.0,115.0,30.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54007,7/14/2022,7/18/2022,10740.0,6.5,6.9,0.26,NONE,1.9,25.83,32.67,11.98,138.03,18.4,3.93,22.33,77.37,74.5,2.87,205.84,509.77,120.69,116.84,8.34,2.96,10.76,0.28,121.47,6.67,18.71,11.53,0.58,8.96,3.01,1.61,1.26,6.54,75.1,175.06,247.0,282.14,44.16,75.1,30.94,32.18,ALL OTHER CROPS,CORN BU/A,200.0,140.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040,7/27/2022,7/29/2022,11399.0,7.6,,0.8,NONE,1.1,14.11,17.55,8.67,111.98,7.09,1.99,9.08,66.62,63.6,3.02,106.32,877.58,109.53,47.41,69.6,2.11,11.34,0.2,127.91,149.35,12.6,12.91,0.98,4.37,4.3,1.14,1.88,4.52,24.21,148.91,127.59,157.47,12.76,24.21,11.45,11.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,60% Legume 40% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040,7/27/2022,7/29/2022,11400.0,7.7,,0.23,NONE,0.9,11.55,11.15,8.55,100.64,1.56,1.16,2.72,35.4,33.7,1.7,79.53,552.99,179.65,94.04,14.47,1.89,38.61,0.25,112.13,79.24,11.48,11.77,3.28,3.93,4.62,0.59,1.11,4.02,11.96,78.86,95.43,96.43,2.81,11.96,9.16,9.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,12.0,,60% Legume 40% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040,7/27/2022,7/29/2022,11401.0,7.7,,0.23,NONE,0.6,12.63,9.3,6.12,77.54,1.15,2.26,3.41,25.5,23.6,1.9,33.24,211.64,98.97,45.7,27.78,0.83,9.22,0.23,76.19,32.98,16.29,12.68,1.92,3.99,2.13,0.93,0.97,3.43,26.62,56.41,39.89,73.58,4.14,26.62,22.48,23.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,24.0,,60% Legume 40% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040,7/27/2022,7/29/2022,11402.0,7.6,,0.19,NONE,0.7,6.44,6.3,3.53,39.09,0.8,2.19,2.99,14.8,13.5,1.3,54.77,254.97,350.21,139.25,7.06,0.54,10.57,0.26,96.94,86.06,16.48,11.08,1.27,2.33,1.2,0.64,0.66,1.78,19.14,32.52,65.72,67.73,2.88,19.14,16.26,16.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,36.0,,70% Legume 30% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040,7/27/2022,7/29/2022,11403.0,7.6,,0.5,NONE,0.8,9.31,14.97,7.34,94.83,6.53,1.22,7.75,29.39,27.8,1.59,148.15,492.64,175.63,79.17,24.42,2.03,21.27,0.27,115.99,113.91,9.82,12.92,0.96,2.88,4.46,0.47,1.12,3.56,19.14,65.02,177.79,138.71,11.75,19.14,7.39,7.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,60% Legume 40% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040,7/27/2022,7/29/2022,11404.0,7.3,,0.21,NONE,0.7,9.05,10.67,7.11,77.87,2.43,1.25,3.68,31.46,29.7,1.76,59.11,325.9,252.25,117.14,13.16,0.84,14.78,0.21,99.54,100.31,11.62,10.94,2.0,3.31,3.81,0.61,1.15,3.17,12.58,69.72,70.94,80.62,4.37,12.58,8.2,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,12.0,,60% Legume 40% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040,7/27/2022,7/29/2022,11405.0,8.1,,0.29,NONE,0.8,7.64,7.63,4.74,55.78,1.4,1.66,3.06,41.51,39.4,2.11,44.59,560.33,152.69,48.33,10.78,0.55,10.88,0.26,123.76,108.52,13.7,11.78,1.64,2.6,2.14,0.87,1.24,2.35,20.36,92.61,53.51,90.54,5.04,20.36,15.32,15.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,24.0,,70% Legume 30% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040,7/27/2022,7/29/2022,11406.0,8.2,,0.28,NONE,0.8,7.96,7.9,4.15,50.39,1.28,2.74,4.02,39.57,37.4,2.17,32.31,513.15,135.57,50.01,7.48,0.57,7.05,0.17,125.65,115.1,15.79,12.13,1.11,2.62,1.53,1.03,1.14,2.22,23.92,88.39,38.78,84.92,4.61,23.92,19.31,20.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,36.0,,70% Legume 30% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040,1/31/2022,2/2/2022,263.0,7.4,,1.22,HIGH,1.5,21.6,11.05,4.24,60.0,5.68,3.23,8.9,130.8,124.0,6.8,52.0,1754.0,104.0,23.0,362.76,0.64,3.9,0.22,91.0,368.0,36.3,14.1,0.62,4.24,0.0,6.8,0.0,3.8,23.7,300.9,61.9,163.5,10.2,23.7,13.5,8.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,60% Legume 40% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040,1/31/2022,2/2/2022,264.0,7.6,,1.0,HIGH,1.3,22.5,12.17,4.62,69.0,4.95,1.24,6.2,48.4,45.2,3.2,22.0,2233.0,58.0,13.0,216.28,0.17,4.7,0.15,96.0,420.0,32.4,15.0,0.61,4.62,0.0,3.1,0.1,4.1,19.5,111.1,26.3,69.0,8.9,19.5,10.6,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,12.0,,60% Legume 40% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040,1/31/2022,2/2/2022,265.0,8.4,,1.01,HIGH,0.7,9.3,15.42,3.2,41.0,9.73,1.0,10.7,90.8,82.7,8.1,24.0,1517.0,86.0,20.0,138.57,0.1,1.5,0.18,105.0,648.0,22.7,12.8,0.26,2.9,0.3,5.5,2.6,2.1,49.1,202.8,29.0,125.0,35.0,49.1,14.0,8.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,24.0,,70% Legume 30% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040,1/31/2022,2/2/2022,266.0,9.0,,0.87,HIGH,0.5,3.1,17.12,4.97,70.0,8.99,0.6,9.6,64.1,58.6,5.5,13.0,1435.0,67.0,14.0,114.78,0.07,1.3,0.23,89.0,1037.0,4.4,14.1,0.41,0.87,4.1,0.7,4.7,2.2,37.7,136.4,15.7,85.1,32.4,37.7,5.3,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,36.0,,70% Legume 30% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040,1/31/2022,2/2/2022,267.0,7.3,,1.62,HIGH,1.7,24.2,33.13,5.88,68.0,25.6,2.54,28.1,256.2,238.0,18.2,89.0,1511.0,162.0,32.0,526.82,1.03,7.3,0.36,97.0,434.0,35.5,11.6,0.22,5.88,0.0,18.2,0.0,4.4,61.2,589.2,106.4,322.2,46.1,61.2,15.2,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,60% Legume 40% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040,1/31/2022,2/2/2022,268.0,7.9,,1.19,HIGH,1.3,23.6,17.19,6.28,81.0,8.73,1.54,10.3,143.3,132.0,11.3,48.0,1642.0,94.0,19.0,287.36,0.34,5.5,0.22,130.0,534.0,29.1,12.9,0.58,6.28,0.0,9.9,1.4,4.6,29.8,326.3,57.6,175.1,15.7,29.8,14.1,9.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,12.0,,60% Legume 40% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040,1/31/2022,2/2/2022,269.0,8.5,,1.15,HIGH,0.8,6.6,12.11,2.61,51.0,6.51,1.27,7.8,91.0,83.8,7.2,18.0,1537.0,106.0,14.0,277.25,0.1,2.2,0.24,116.0,895.0,13.0,19.5,0.27,1.36,1.3,2.8,4.4,1.9,32.9,199.2,21.9,109.7,23.4,32.9,9.5,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,24.0,,60% Legume 40% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040,1/31/2022,2/2/2022,270.0,9.3,,0.84,HIGH,0.5,2.2,26.89,3.95,82.0,17.1,1.08,18.2,88.9,83.6,5.3,10.0,814.0,127.0,22.0,101.9,0.09,1.3,0.28,46.0,1563.0,2.7,20.7,0.17,0.42,3.5,0.4,4.9,2.3,67.0,193.3,11.6,124.0,61.6,67.0,5.4,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,36.0,,60% Legume 40% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040,1/31/2022,2/2/2022,272.0,8.1,,1.59,HIGH,1.2,6.4,180.38,13.17,66.0,165.5,1.43,166.9,107.0,98.0,9.0,77.0,1934.0,84.0,17.0,291.38,0.31,1.4,0.37,94.0,1174.0,9.7,5.1,0.08,5.09,8.1,2.6,6.4,3.3,309.6,231.4,92.4,334.6,297.9,309.6,11.7,7.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,10% Legume 90% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040,1/31/2022,2/2/2022,273.0,8.3,,1.15,HIGH,1.1,8.3,55.47,8.31,50.0,45.6,1.34,46.9,71.2,63.9,7.3,61.0,1866.0,86.0,21.0,160.46,0.21,1.3,0.34,94.0,806.0,16.6,6.1,0.18,5.5,2.8,3.6,3.7,2.7,94.4,155.3,72.6,157.3,82.1,94.4,12.3,7.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,12.0,,10% Legume 90% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040,1/31/2022,2/2/2022,274.0,7.9,,1.15,HIGH,1.3,15.7,40.79,12.56,65.0,26.4,1.36,27.8,279.5,261.0,18.5,77.0,1039.0,177.0,32.0,231.97,0.58,2.2,0.34,100.0,674.0,24.3,5.1,0.45,12.19,0.4,13.5,5.0,4.1,71.9,631.3,92.6,338.5,47.5,71.9,24.4,15.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,60% Legume 40% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040,1/31/2022,2/2/2022,275.0,8.3,,1.01,HIGH,1.1,14.6,21.6,6.75,53.0,13.1,1.44,14.5,146.1,138.0,8.1,49.0,1068.0,161.0,43.0,127.63,0.31,1.1,0.36,97.0,999.0,27.4,7.9,0.45,6.75,0.0,6.6,1.4,3.2,38.3,332.7,58.6,183.6,23.6,38.3,14.7,9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,12.0,,60% Legume 40% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92867,4/10/2020,4/10/2020,1.0,7.7,7.2,1.72,LOW,3.4,32.87,56.19,14.31,162.43,39.46,2.42,41.88,47.76,46.55,1.21,75.28,1577.22,73.87,80.41,15.36,8.59,27.59,1.07,174.95,36.58,20.24,11.35,0.34,11.58,2.73,0.74,0.48,7.97,128.31,108.76,90.34,169.7,94.7,128.31,33.61,21.51,ALL OTHER CROPS,"HEMP, LBS/A",2000.0,70.0,0.0,35.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74820.0,7/13/2023,7/17/2023,26875.0,7.0,,0.15,NONE,2.5,97.26,24.67,15.18,193.68,10.3,2.9,13.2,46.05,37.8,8.25,51.76,640.13,69.99,100.55,4.66,1.26,17.74,0.39,92.23,22.04,50.21,12.76,1.6,15.18,0.0,8.25,0.0,15.12,68.11,105.92,62.11,150.62,24.72,68.11,43.39,45.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,30% Legume 70% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74820.0,7/13/2023,7/17/2023,26876.0,5.8,6.7,0.15,NONE,2.7,63.1,33.08,15.4,185.7,18.5,4.46,22.96,24.56,19.7,4.86,45.78,486.77,102.59,81.44,5.17,0.57,29.99,0.27,58.76,22.06,33.98,12.06,0.87,15.4,0.0,4.86,0.0,11.56,92.07,56.48,54.93,149.19,44.4,92.07,47.67,49.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,40% Legume 60% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
